B_product_id,B_string_raw,B_string,string_similarity,Best_A_strings_raw,Best_A_strings,Best_A_Brand,Best_A_Type,Best_A_Formula
25102,Abuki 50 SL 100ml,abuki50sl100ml,0.2142857143,HX-MKP 0-50-35,hxmkp05035,DGW/Hextar,Majemuk,0-50-35
25209,Cadre 240SL 50ml,cadre240sl50ml,0.2142857143,Urea PIM,ureapim,PIHC,Urea,NA
25229,TRIGGER 20 WT 5 GR,trigger20wt5gr,0.2142857143,Urea Petro,ureapetro,PIHC,Urea,NA
25565,CABRIOTOP 250 gr,cabriotop250gr,0.2142857143,Mahkota ZA,mahkotaza,Mahkota,ZA,NA
25587,tabas 400sc 50 ml,tabas400sc50ml,0.2142857143,MK FOS 0-52-34,mkfos05234,Tawon,Majemuk,0-52-34
25598,diamond 20lt AMS,diamond20ltams,0.2142857143,Petro-CAS,petrocas,PIHC,Mikro,NA
25647,agrowilis 64 5kg,agrowilis645kg,0.2142857143,MerokeROCK,merokerock,Mutiara,Fosfat,NA
25750,Bibit muncul 5kg,bibitmuncul5kg,0.2142857143,Urea Daun Buah,ureadaunbuah,PIHC,Urea,NA
25940,Agil 100 EC   250 ml,agil100ec250ml,0.2142857143,HX-MKP 0-50-35,hxmkp05035,DGW/Hextar,Majemuk,0-50-35
25985,Softguard 250 ml,softguard250ml,0.2142857143,Urea PIM,ureapim,PIHC,Urea,NA
26001,DMA6 825 SL   400 ml,dma6825sl400ml,0.2142857143,Mestical,mestical,LaoYing,Nitrogen,NA
26077,tunggak semi 1LT,tunggaksemi1lt,0.2142857143,Urea Petro,ureapetro,PIHC,Urea,NA
26139,KARISNAIL 500 GR,karisnail500gr,0.2142857143,Urea Nitrea,ureanitrea,PIHC,Urea,NA
26286,TABAS 400SC (50ML),tabas400sc50ml,0.2142857143,MK FOS 0-52-34,mkfos05234,Tawon,Majemuk,0-52-34
26308,ABUKI 50SL (100ML),abuki50sl100ml,0.2142857143,HX-MKP 0-50-35,hxmkp05035,DGW/Hextar,Majemuk,0-50-35
26321,FILIA 525SE (50ML),filia525se50ml,0.2142857143,Nitralite,nitralite,PIHC,Nitrogen,NA
26330,FORZA 50SC (100ML),forza50sc100ml,0.2142857143,Urea PIM,ureapim,PIHC,Urea,NA
26361,ARES 100SL (100ML),ares100sl100ml,0.2142857143,Urea PIM,ureapim,PIHC,Urea,NA
26427,KOVER WP (500GRAM),koverwp500gram,0.2142857143,Urea Petro,ureapetro,PIHC,Urea,NA
26741,gramoxene 500ml,gramoxene500ml,0.2142857143,Urea PIM,ureapim,PIHC,Urea,NA
26792,joker 75 sp 100 gr,joker75sp100gr,0.2142857143,MerokeTSP,meroketsp,Mutiara,Fosfat,NA
26806,cabriotop 250ml,cabriotop250ml,0.2142857143,Urea PIM,ureapim,PIHC,Urea,NA
26927,Daconil @500 gram,daconil500gram,0.2142857143,Urea Nitrea,ureanitrea,PIHC,Urea,NA
27304,Klodia Extra D 1 L,klodiaextrad1l,0.2142857143,Urea Petro,ureapetro,PIHC,Urea,NA
27324,Hendle Pegangan,hendlepegangan,0.2142857143,Petro-CAS,petrocas,PIHC,Mikro,NA
27497,Jagung Pioner 21,jagungpioner21,0.2142857143,Urea Nitrea,ureanitrea,PIHC,Urea,NA
27574,TIMUN MONAS 20GR,timunmonas20gr,0.2142857143,Petro-CAS,petrocas,PIHC,Mikro,NA
27660,"nordox 56wp, 500g",nordox56wp500g,0.2142857143,MerokeTSP,meroketsp,Mutiara,Fosfat,NA
28116,Agil 100ec 250 ml,agil100ec250ml,0.2142857143,HX-MKP 0-50-35,hxmkp05035,DGW/Hextar,Majemuk,0-50-35
28165,Folicur 200 gram,folicur200gram,0.2142857143,Urea PIM,ureapim,PIHC,Urea,NA
28267,Black Hawk 400 gr,blackhawk400gr,0.2142857143,Mahkota ZA,mahkotaza,Mahkota,ZA,NA
28793,BionM 1/48wp 500g,bionm148wp500g,0.2142857143,HX-MKP 0-50-35,hxmkp05035,DGW/Hextar,Majemuk,0-50-35
28993,Primatrex 100ml,primatrex100ml,0.2142857143,Urea Petro,ureapetro,PIHC,Urea,NA
29560,Previccur 500 ml,previccur500ml,0.2142857143,Urea Petro,ureapetro,PIHC,Urea,NA
29717,Benih Jagung ADV,benihjagungadv,0.2142857143,Urea Daun Buah,ureadaunbuah,PIHC,Urea,NA
30220,KANGKUNG BAMBO 1,kangkungbambo1,0.2142857143,ZA Plus Petro,zapluspetro,PIHC,ZA,NA
30401,Promo UP 488SL 1L,promoup488sl1l,0.2142857143,Urea Pusri,ureapusri,PIHC,Urea,NA
30493,milamin biru 3 ml,milaminbiru3ml,0.2142857143,Urea PIM,ureapim,PIHC,Urea,NA
30540,basazinon 500 ml,basazinon500ml,0.2142857143,Urea PIM,ureapim,PIHC,Urea,NA
30595,Rambo Gold 480 SL,rambogold480sl,0.2142857143,MerokeTSP,meroketsp,Mutiara,Fosfat,NA
30609,Bom-up  520 SL 1 Ltr,bomup520sl1ltr,0.2142857143,ZA Plus Petro,zapluspetro,PIHC,ZA,NA
30648,sinarbio 5 kg (Bks),sinarbio5kgbks,0.2142857143,Petro-CAS,petrocas,PIHC,Mikro,NA
30727,"tang bliz 7"" bagus",tangbliz7bagus,0.2142857143,Mahkota ZA,mahkotaza,Mahkota,ZA,NA
30812,"stopkran 1"" bagus",stopkran1bagus,0.2142857143,Petro-CAS,petrocas,PIHC,Mikro,NA
30925,"stopkran 1¼"" bagus",stopkran1bagus,0.2142857143,Petro-CAS,petrocas,PIHC,Mikro,NA
30951,gembok 25 kuning,gembok25kuning,0.2142857143,MerokeZA,merokeza,Mutiara,ZA,NA
30952,gembok 30 kuning,gembok30kuning,0.2142857143,MerokeZA,merokeza,Mutiara,ZA,NA
30953,gembok 40 kuning,gembok40kuning,0.2142857143,MerokeZA,merokeza,Mutiara,ZA,NA
30954,gembok 50 kuning,gembok50kuning,0.2142857143,MerokeZA,merokeza,Mutiara,ZA,NA
31184,scrup 10x2 biasa (-),scrup10x2biasa,0.2142857143,Urea Daun Buah,ureadaunbuah,PIHC,Urea,NA
31763,kno cair putih 1L,knocairputih1l,0.2142857143,Urea Petro,ureapetro,PIHC,Urea,NA
31859,kunci busi motor,kuncibusimotor,0.2142857143,Urea PIM,ureapim,PIHC,Urea,NA
32145,CabrioTop 250 gr,cabriotop250gr,0.2142857143,Mahkota ZA,mahkotaza,Mahkota,ZA,NA
32327,BOLT TUNA FLAVOR,bolttunaflavor,0.2142857143,Nitralite,nitralite,PIHC,Nitrogen,NA
32445,benih jagung 212,benihjagung212,0.2142857143,Urea Daun Buah,ureadaunbuah,PIHC,Urea,NA
32925,Osing Biasa 25Kg,osingbiasa25kg,0.2142857143,Nitralite,nitralite,PIHC,Nitrogen,NA
33527,Round up 490SL 1L,roundup490sl1l,0.2142857143,Urea Pusri,ureapusri,PIHC,Urea,NA
33862,Magic cor NPK 2kg,magiccornpk2kg,0.2142857143,MerokeZA,merokeza,Mutiara,ZA,NA
34047,kalsium blue 1 kg,kalsiumblue1kg,0.2142857143,ZA Plus Petro,zapluspetro,PIHC,ZA,NA
34144,regent bubuk (dus),regentbubukdus,0.2142857143,Urea Daun Buah,ureadaunbuah,PIHC,Urea,NA
34229,Cabrio Bbk 500gr,cabriobbk500gr,0.2142857143,MerokeZA,merokeza,Mutiara,ZA,NA
34230,Cabrio Bbk 250gr,cabriobbk250gr,0.2142857143,MerokeZA,merokeza,Mutiara,ZA,NA
34232,KNO DGW Prill 2kg,knodgwprill2kg,0.2142857143,Nitralite,nitralite,PIHC,Nitrogen,NA
34304,tabas 400 sc 50ml,tabas400sc50ml,0.2142857143,MK FOS 0-52-34,mkfos05234,Tawon,Majemuk,0-52-34
34387,"Bion M1/48 wp,500 g",bionm148wp500g,0.2142857143,HX-MKP 0-50-35,hxmkp05035,DGW/Hextar,Majemuk,0-50-35
34432,ASAM AMINO (500ML),asamamino500ml,0.2142857143,Urea PIM,ureapim,PIHC,Urea,NA
34463,Benih jagung 1 kg,benihjagung1kg,0.2142857143,Urea Daun Buah,ureadaunbuah,PIHC,Urea,NA
34613,dolomit bananas,dolomitbananas,0.2142857143,Urea Nitrea,ureanitrea,PIHC,Urea,NA
34707,Tridomine 100ml,tridomine100ml,0.2142857143,Urea PIM,ureapim,PIHC,Urea,NA
34766,Lush Black 500gr,lushblack500gr,0.2142857143,HX-MKP 0-50-35,hxmkp05035,DGW/Hextar,Majemuk,0-50-35
34767,Gambas Anggun F1,gambasanggunf1,0.2142857143,Urea Daun Buah,ureadaunbuah,PIHC,Urea,NA
34818,Armor buah 500ml,armorbuah500ml,0.2142857143,Urea PIM,ureapim,PIHC,Urea,NA
34913,sagri zeb kuning,sagrizebkuning,0.2142857143,Urea PIM,ureapim,PIHC,Urea,NA
35073,Roskam PVC Lotus,roskampvclotus,0.2142857143,Urea Petro,ureapetro,PIHC,Urea,NA
35344,Humic Acid 100gr,humicacid100gr,0.2142857143,Urea PIM,ureapim,PIHC,Urea,NA
35366,SOSIS UENAK 500G,sosisuenak500g,0.2142857143,Phosgreen,phosgreen,PIHC,Fosfat,NA
35502,sidathiam 250 ml,sidathiam250ml,0.2142857143,Urea PIM,ureapim,PIHC,Urea,NA
35515,round up bionasa,roundupbionasa,0.2142857143,Urea PIM,ureapim,PIHC,Urea,NA
35560,Gandasil 500grm,gandasil500grm,0.2142857143,Urea PIM,ureapim,PIHC,Urea,NA
36554,Sawi Hijau Ajeng,sawihijauajeng,0.2142857143,Nitralite,nitralite,PIHC,Nitrogen,NA
36719,kalaium cair 500,kalaiumcair500,0.2142857143,Urea Pusri,ureapusri,PIHC,Urea,NA
36967,Naga 500EC 500ml,naga500ec500ml,0.2142857143,YaraVera,yaravera,Yara,Urea,NA
37024,dithan 500gram3,dithan500gram3,0.2142857143,Urea Nitrea,ureanitrea,PIHC,Urea,NA
37226,bibit jagung@1kg,bibitjagung1kg,0.2142857143,Urea Daun Buah,ureadaunbuah,PIHC,Urea,NA
37237,sempurna B 500gr,sempurnab500gr,0.2142857143,Urea Petro,ureapetro,PIHC,Urea,NA
37238,Sempurna D 500gr,sempurnad500gr,0.2142857143,Urea Petro,ureapetro,PIHC,Urea,NA
37253,vitamin B-1 100 ml,vitaminb1100ml,0.2142857143,Urea PIM,ureapim,PIHC,Urea,NA
37415,Morden-fol 500ml,mordenfol500ml,0.2142857143,Urea PIM,ureapim,PIHC,Urea,NA
37686,Vitamin B1 100 ml,vitaminb1100ml,0.2142857143,Urea PIM,ureapim,PIHC,Urea,NA
37884,Rampage ec 100 ml,rampageec100ml,0.2142857143,ZA Petro,zapetro,PIHC,ZA,NA
37885,Rampage ec 250 ml,rampageec250ml,0.2142857143,ZA Petro,zapetro,PIHC,ZA,NA
38075,Vitamin B1 100ml,vitaminb1100ml,0.2142857143,Urea PIM,ureapim,PIHC,Urea,NA
38106,sawi espana 100g,sawiespana100g,0.2142857143,Urea Nitrea,ureanitrea,PIHC,Urea,NA
38170,Agus 500 SC - 100 ml,agus500sc100ml,0.2142857143,ENTEC 20-10-10,entec201010,BASF,Majemuk,20-10-10
38213,Grand nufo 250 ml,grandnufo250ml,0.2142857143,Urea Daun Buah,ureadaunbuah,PIHC,Urea,NA
38262,bion M 48wp 500gr,bionm48wp500gr,0.2142857143,HX-MKP 0-50-35,hxmkp05035,DGW/Hextar,Majemuk,0-50-35
38385,NPK 13-6-27-4 BLD NS,npk136274bldns,0.2142857143,SP-36 Petro,sp36petro,PIHC,Fosfat,NA
38677,Ares 100 SL (100ml),ares100sl100ml,0.2142857143,Urea PIM,ureapim,PIHC,Urea,NA
38790,Agus 500 SC - 250 ml,agus500sc250ml,0.2142857143,HX-MKP 0-50-35,hxmkp05035,DGW/Hextar,Majemuk,0-50-35
38852,FLOXS 36 EC - 250 ml,floxs36ec250ml,0.2142857143,Phosgreen,phosgreen,PIHC,Fosfat,NA
38896,lobak small pack,lobaksmallpack,0.2142857143,MerokeROCK,merokerock,Mutiara,Fosfat,NA
39392,erros gold 100gr,errosgold100gr,0.2142857143,Phosgreen,phosgreen,PIHC,Fosfat,NA
39463,promotrin 400ml,promotrin400ml,0.2142857143,Urea PIM,ureapim,PIHC,Urea,NA
39541,trigard 75wp @ 50g,trigard75wp50g,0.2142857143,Urea PIM,ureapim,PIHC,Urea,NA
39735,Naga 500EC @400ml,naga500ec400ml,0.2142857143,YaraVera,yaravera,Yara,Urea,NA
39972,vacsin kinclong,vacsinkinclong,0.2142857143,ZA Pak Tani,zapaktani,Pak Tani,ZA,NA
40301,Jaring ayam 1/2kg,jaringayam12kg,0.2142857143,Urea PIM,ureapim,PIHC,Urea,NA
40412,kreslon 100ml R2,kreslon100mlr2,0.2142857143,Urea Petro,ureapetro,PIHC,Urea,NA
40422,demolis 100ml R2,demolis100mlr2,0.2142857143,ZA Plus Petro,zapluspetro,PIHC,ZA,NA
40432,roundup 200ml R2,roundup200mlr2,0.2142857143,Urea Petro,ureapetro,PIHC,Urea,NA
40981,marshal ds 100gr,marshalds100gr,0.2142857143,Urea Pusri,ureapusri,PIHC,Urea,NA
41012,bibit timun mira,bibittimunmira,0.2142857143,Nitralite,nitralite,PIHC,Nitrogen,NA
41174,BOM UP 520 SL @ 1 LTR,bomup520sl1ltr,0.2142857143,ZA Plus Petro,zapluspetro,PIHC,ZA,NA
41708,folicur 250gram,folicur250gram,0.2142857143,Urea PIM,ureapim,PIHC,Urea,NA
41855,Bulfidor 100 mil,bulfidor100mil,0.2142857143,Urea PIM,ureapim,PIHC,Urea,NA
41961,ordinal 400gram,ordinal400gram,0.2142857143,Urea Petro,ureapetro,PIHC,Urea,NA
42043,HANNOCHS 45 WATT,hannochs45watt,0.2142857143,Petro-CAS,petrocas,PIHC,Mikro,NA
42219,Nordox 56wp 500g,nordox56wp500g,0.2142857143,MerokeTSP,meroketsp,Mutiara,Fosfat,NA
42239,kno 3 .mirah 500ml,kno3mirah500ml,0.2142857143,Nitralite,nitralite,PIHC,Nitrogen,NA
42439,hanoman 75butir,hanoman75butir,0.2142857143,Urea Daun Buah,ureadaunbuah,PIHC,Urea,NA
42679,"0,20x20x100 biru",020x20x100biru,0.2142857143,ENTEC 20-10-10,entec201010,BASF,Majemuk,20-10-10
42728,"0,20x25x50 putih",020x25x50putih,0.2142857143,SP-26 Petro,sp26petro,PIHC,Fosfat,NA
42831,tongkat mas 50kg,tongkatmas50kg,0.2142857143,Nitralite,nitralite,PIHC,Nitrogen,NA
43010,Stick DM/DB panda,stickdmdbpanda,0.2142857143,MerokeMOP,merokemop,Mutiara,Kalium,NA
43015,Trubus Subur 1lt,trubussubur1lt,0.2142857143,Urea Daun Buah,ureadaunbuah,PIHC,Urea,NA
43173,Regent bubuk 1 kg,regentbubuk1kg,0.2142857143,Urea Daun Buah,ureadaunbuah,PIHC,Urea,NA
43288,Tridium 500 Gram,tridium500gram,0.2142857143,Urea Daun Buah,ureadaunbuah,PIHC,Urea,NA
43293,Sati-gold 25 Gram,satigold25gram,0.2142857143,Petro-CAS,petrocas,PIHC,Mikro,NA
43470,Sidalaria 240sl,sidalaria240sl,0.2142857143,Nitralite,nitralite,PIHC,Nitrogen,NA
43526,Timun Bandana F1,timunbandanaf1,0.2142857143,Urea Nitrea,ureanitrea,PIHC,Urea,NA
43651,spd bmx ukuran 26,spdbmxukuran26,0.2142857143,SP-36 Petro,sp36petro,PIHC,Fosfat,NA
43721,Ratcell 100 gram,ratcell100gram,0.2142857143,ZA Petro,zapetro,PIHC,ZA,NA
38252,"Triziman 250 gram ( obat jamur upas) (azoksistrobin,mankozeb,siprokonazol)",triziman250gramobatjamurupasazoksistrobinmankozebsiprokonazol,0.2131147541,Kapur Pertanian Kebomas,kapurpertaniankebomas,PIHC,Mikro,NA
578,aqucui botol tanggung,aqucuibotoltanggung,0.2105263158,NPK Kujang 30-6-8,npkkujang3068,PIHC,Majemuk,30-6-8
2212,BM Toplaz 70 WP 500 gram,bmtoplaz70wp500gram,0.2105263158,ZA Plus Petro,zapluspetro,PIHC,ZA,NA
10255,Brokoli Bejo 1250 biji,brokolibejo1250biji,0.2105263158,Petro BioFertil,petrobiofertil,PIHC,Organik,NA
14772,benih hibrida mapan 05,benihhibridamapan05,0.2105263158,Nitralite,nitralite,PIHC,Nitrogen,NA
16445,Benih unggul mekongga,benihunggulmekongga,0.2105263158,Phosgreen,phosgreen,PIHC,Fosfat,NA
18204,Johnsons Refill 200ml,johnsonsrefill200ml,0.2105263158,Phosgreen,phosgreen,PIHC,Fosfat,NA
18205,Johnsons Refill 400ml,johnsonsrefill400ml,0.2105263158,Phosgreen,phosgreen,PIHC,Fosfat,NA
18242,Zwitsal Baby soap 70gr,zwitsalbabysoap70gr,0.2105263158,Nitralite,nitralite,PIHC,Nitrogen,NA
18243,Cussons Baby Soap 75gr,cussonsbabysoap75gr,0.2105263158,COCKHEAD 7-6-34,cockhead7634,DGW/Hextar,Majemuk,7-6-34
19797,Benih Kangkung Pedang,benihkangkungpedang,0.2105263158,Urea Nitrea,ureanitrea,PIHC,Urea,NA
20365,"KUAS ROLL NICCHO GOLD 9""",kuasrollnicchogold9,0.2105263158,Urea Nitrea,ureanitrea,PIHC,Urea,NA
26137,PUPUK KCL BELLRUS 50 kg,pupukkclbellrus50kg,0.2105263158,Urea Pusri,ureapusri,PIHC,Urea,NA
29044,benih padi imfari 32 sn,benihpadiimfari32sn,0.2105263158,Nitralite,nitralite,PIHC,Nitrogen,NA
30750,"engsel jendela 3"" (bagus)",engseljendela3bagus,0.2105263158,NPK Kujang 30-6-8,npkkujang3068,PIHC,Majemuk,30-6-8
32433,Kingkong inpari 32 5 Kg,kingkonginpari325kg,0.2105263158,Nitralite,nitralite,PIHC,Nitrogen,NA
33170,Dji Sam Soe Magnum Mild,djisamsoemagnummild,0.2105263158,Urea Pusri,ureapusri,PIHC,Urea,NA
34928,Benih Jagung Syngenta,benihjagungsyngenta,0.2105263158,Urea Nitrea,ureanitrea,PIHC,Urea,NA
36172,bibit 32 angsa premium,bibit32angsapremium,0.2105263158,Urea PIM,ureapim,PIHC,Urea,NA
38816,rundup/gramoxone aqua,rundupgramoxoneaqua,0.2105263158,Urea PIM,ureapim,PIHC,Urea,NA
42136,NK 212 Benih Jagung @5kg,nk212benihjagung5kg,0.2105263158,Urea Daun Buah,ureadaunbuah,PIHC,Urea,NA
43635,Inpari 49 Jumbo Jembar,inpari49jumbojembar,0.2105263158,Urea Nitrea,ureanitrea,PIHC,Urea,NA
43731,kempo 200 mil Dimehipo,kempo200mildimehipo,0.2105263158,ZA Plus Petro,zapluspetro,PIHC,ZA,NA
17112,Benih Jagung Advanta Montok,benihjagungadvantamontok,0.2083333333,Pelangi Agro 20-10-10,pelangiagro201010,PIHC,Majemuk,20-10-10
18266,Johnsons summer swing 100ml,johnsonssummerswing100ml,0.2083333333,Phosgreen,phosgreen,PIHC,Fosfat,NA
25989,COUNCIL 300 SC complete   50 ml,council300sccomplete50ml,0.2083333333,Nitralite,nitralite,PIHC,Nitrogen,NA
32820,EXCEL CHICKEN PET FOOD 500 GR,excelchickenpetfood500gr,0.2083333333,Urea Petro,ureapetro,PIHC,Urea,NA
35157,WHISKAS IKAN KAMBUNG SALMON,whiskasikankambungsalmon,0.2083333333,Urea Daun Buah,ureadaunbuah,PIHC,Urea,NA
38034,topsin 200ml (metiltiofanat),topsin200mlmetiltiofanat,0.2083333333,Petro-CAS,petrocas,PIHC,Mikro,NA
40695,BIMACAL Calcium CaCO3+BORON,bimacalcalciumcaco3boron,0.2083333333,ZA Plus Petro,zapluspetro,PIHC,ZA,NA
38039,alpadine 1 kg bubuk( dimehipo bubuk),alpadine1kgbubukdimehipobubuk,0.2068965517,Pak Tani  16-16-16 Biru,paktani161616biru,Pak Tani,Majemuk,16-16-16
9,Sekor,sekor,0.2,KSP,ksp,Tawon,Fosfat,NA
32,score,score,0.2,Borat,borat,Mahkota,Mikro,NA
37,rengt,rengt,0.2,Borat,borat,Mahkota,Mikro,NA
46,Dipho,dipho,0.2,KSP,ksp,Tawon,Fosfat,NA
48,anteb,anteb,0.2,Vrea,vrea,Tawon,Urea,NA
62,BPMC,bpmc,0.2,Borat,borat,Mahkota,Mikro,NA
63,ponskaplus,ponskaplus,0.2,Urea PIM,ureapim,PIHC,Urea,NA
68,Bigrow 10 gr,bigrow10gr,0.2,Nitralite,nitralite,PIHC,Nitrogen,NA
88,susu sasaet,sususasaet,0.2,Urea Petro,ureapetro,PIHC,Urea,NA
92,Arivo,arivo,0.2,Vrea,vrea,Tawon,Urea,NA
97,Denis,denis,0.2,HXAS,hxas,DGW/Hextar,ZA,NA
107,spuye,spuye,0.2,KSP,ksp,Tawon,Fosfat,NA
110,excel,excel,0.2,Vrea,vrea,Tawon,Urea,NA
127,AKRON 500 ML,akron500ml,0.2,Urea PIM,ureapim,PIHC,Urea,NA
154,BION. M 500 GR,bionm500gr,0.2,RP Mesir,rpmesir,Mahkota,Fosfat,NA
167,CEPHA 100 ML,cepha100ml,0.2,Urea PIM,ureapim,PIHC,Urea,NA
190,Dumil100gr,dumil100gr,0.2,RP Mesir,rpmesir,Mahkota,Fosfat,NA
269,MATCH 100 ML,match100ml,0.2,Mahkota ZA,mahkotaza,Mahkota,ZA,NA
273,NUGOR 500 ML,nugor500ml,0.2,Urea PIM,ureapim,PIHC,Urea,NA
278,NATIVO 50 GR,nativo50gr,0.2,Nitralite,nitralite,PIHC,Nitrogen,NA
284,Plenum 25gr,plenum25gr,0.2,Petro-CAS,petrocas,PIHC,Mikro,NA
293,pemulus 1kg,pemulus1kg,0.2,Urea Pusri,ureapusri,PIHC,Urea,NA
314,Rosha400ml,rosha400ml,0.2,Urea PIM,ureapim,PIHC,Urea,NA
320,Rajacol1kg,rajacol1kg,0.2,Mahkota ZA,mahkotaza,Mahkota,ZA,NA
335,Sulfox1ltr,sulfox1ltr,0.2,Urea Petro,ureapetro,PIHC,Urea,NA
363,Winner50kg,winner50kg,0.2,MerokeROCK,merokerock,Mutiara,Fosfat,NA
384,Bonum500ml,bonum500ml,0.2,Borat,borat,Mahkota,Mikro,NA
393,Raiquat 1lt,raiquat1lt,0.2,Nitralite,nitralite,PIHC,Nitrogen,NA
395,Quatxon 1lt,quatxon1lt,0.2,Petro-CAS,petrocas,PIHC,Mikro,NA
424,Prowl250ml,prowl250ml,0.2,Urea PIM,ureapim,PIHC,Urea,NA
435,Gol-ok500ml,golok500ml,0.2,MerokeZA,merokeza,Mutiara,ZA,NA
467,Laser500ml,laser500ml,0.2,Urea PIM,ureapim,PIHC,Urea,NA
469,Wilbo500ml,wilbo500ml,0.2,Borat,borat,Mahkota,Mikro,NA
484,obat buldok,obatbuldok,0.2,Nitralite,nitralite,PIHC,Nitrogen,NA
500,ponska plus,ponskaplus,0.2,Urea PIM,ureapim,PIHC,Urea,NA
533,pupuk,pupuk,0.2,KSP,ksp,Tawon,Fosfat,NA
571,Alika,alika,0.2,Vrea,vrea,Tawon,Urea,NA
604,Djaya,djaya,0.2,Vrea,vrea,Tawon,Urea,NA
619,kanon.,kanon,0.2,KSP,ksp,Tawon,Fosfat,NA
622,temex,temex,0.2,Vrea,vrea,Tawon,Urea,NA
634,djisamsu 12,djisamsu12,0.2,HXAS,hxas,DGW/Hextar,ZA,NA
652,chief,chief,0.2,Vrea,vrea,Tawon,Urea,NA
659,Ziban,ziban,0.2,Borat,borat,Mahkota,Mikro,NA
663,Bassa 400ml,bassa400ml,0.2,Urea PIM,ureapim,PIHC,Urea,NA
680,Ulate,ulate,0.2,Borat,borat,Mahkota,Mikro,NA
683,Rudal,rudal,0.2,Borat,borat,Mahkota,Mikro,NA
713,Bitop,bitop,0.2,Borat,borat,Mahkota,Mikro,NA
721,Basis,basis,0.2,Borat,borat,Mahkota,Mikro,NA
753,sonik,sonik,0.2,Borat,borat,Mahkota,Mikro,NA
783,bayer 400ml,bayer400ml,0.2,Urea PIM,ureapim,PIHC,Urea,NA
784,bayer 100ml,bayer100ml,0.2,Urea PIM,ureapim,PIHC,Urea,NA
794,prowl 250ml,prowl250ml,0.2,Urea PIM,ureapim,PIHC,Urea,NA
797,tabar,tabar,0.2,Borat,borat,Mahkota,Mikro,NA
806,bagel,bagel,0.2,Borat,borat,Mahkota,Mikro,NA
884,abacel plus,abacelplus,0.2,Urea PIM,ureapim,PIHC,Urea,NA
891,utama,utama,0.2,Vrea,vrea,Tawon,Urea,NA
916,bayem,bayem,0.2,Borat,borat,Mahkota,Mikro,NA
935,poska,poska,0.2,Borat,borat,Mahkota,Mikro,NA
1041,OE12,oe12,0.2,Borat,borat,Mahkota,Mikro,NA
1063,bango,bango,0.2,Borat,borat,Mahkota,Mikro,NA
1129,76 k16,76k16,0.2,KSP,ksp,Tawon,Fosfat,NA
1132,76 k12,76k12,0.2,KSP,ksp,Tawon,Fosfat,NA
1133,76 k10,76k10,0.2,KSP,ksp,Tawon,Fosfat,NA
1164,ROUNDUP KCL,roundupkcl,0.2,Urea PIM,ureapim,PIHC,Urea,NA
1165,ABOLISI. KCL,abolisikcl,0.2,RP Mesir,rpmesir,Mahkota,Fosfat,NA
1190,DECIS,decis,0.2,HXAS,hxas,DGW/Hextar,ZA,NA
1195,Djisamsu. 12,djisamsu12,0.2,HXAS,hxas,DGW/Hextar,ZA,NA
1203,MAGNUM MILD,magnummild,0.2,MerokeMOP,merokemop,Mutiara,Kalium,NA
1258,SWALLOW 1KG,swallow1kg,0.2,Mahkota ZA,mahkotaza,Mahkota,ZA,NA
1275,Belko 500 ml,belko500ml,0.2,Petro-CAS,petrocas,PIHC,Mikro,NA
1308,Aneto 500 ML,aneto500ml,0.2,Urea PIM,ureapim,PIHC,Urea,NA
1340,Bassa 500 ML,bassa500ml,0.2,Urea PIM,ureapim,PIHC,Urea,NA
1341,Baycarb 100,baycarb100,0.2,ZA Petro,zapetro,PIHC,ZA,NA
1368,Bio7 1000ml,bio71000ml,0.2,Borat,borat,Mahkota,Mikro,NA
1430,Dafat 100 gr,dafat100gr,0.2,ZA Petro,zapetro,PIHC,ZA,NA
1431,Dafat 400 gr,dafat400gr,0.2,ZA Petro,zapetro,PIHC,ZA,NA
1450,Detazeb 1 kg,detazeb1kg,0.2,Urea Petro,ureapetro,PIHC,Urea,NA
1465,Duit 1000 ml,duit1000ml,0.2,Urea PIM,ureapim,PIHC,Urea,NA
1466,Dumil 100 gr,dumil100gr,0.2,RP Mesir,rpmesir,Mahkota,Fosfat,NA
1467,Dumil 400 gr,dumil400gr,0.2,RP Mesir,rpmesir,Mahkota,Fosfat,NA
1515,Filia 250 ml,filia250ml,0.2,Urea PIM,ureapim,PIHC,Urea,NA
1551,Golek 250 ml,golek250ml,0.2,Urea PIM,ureapim,PIHC,Urea,NA
1590,Joker 100 gr,joker100gr,0.2,MerokeZA,merokeza,Mutiara,ZA,NA
1591,Joker 400 gr,joker400gr,0.2,MerokeZA,merokeza,Mutiara,ZA,NA
1605,Kendo 500 ml,kendo500ml,0.2,Petro-CAS,petrocas,PIHC,Mikro,NA
1646,Lotsa 100 ml,lotsa100ml,0.2,Urea PIM,ureapim,PIHC,Urea,NA
1647,Lotsa 250 ml,lotsa250ml,0.2,Urea PIM,ureapim,PIHC,Urea,NA
1648,Lotsa 500 ml,lotsa500ml,0.2,Urea PIM,ureapim,PIHC,Urea,NA
1663,Salah,salah,0.2,Borat,borat,Mahkota,Mikro,NA
1701,Oshin 100 gr,oshin100gr,0.2,Phosgro,phosgro,Pak Tani,Fosfat,NA
1715,Plenum 25 gr,plenum25gr,0.2,Petro-CAS,petrocas,PIHC,Mikro,NA
1770,Regio 250 ml,regio250ml,0.2,Urea PIM,ureapim,PIHC,Urea,NA
1788,Rosco 100 gr,rosco100gr,0.2,RP Mesir,rpmesir,Mahkota,Fosfat,NA
